prompt,intent,action_type,path,category,args,tags,action_json
Set up AWS VPC with terraform,execute_script,terraform,aws/terraform_aws_networks_vpc,aws,,"aws,vpc,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_networks_vpc"", ""explanation"": ""AWS VPC""}"
Provision AWS VPC,execute_script,terraform,aws/terraform_aws_networks_vpc,aws,,"aws,vpc,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_networks_vpc"", ""explanation"": ""AWS VPC""}"
Configure AWS VPC,execute_script,terraform,aws/terraform_aws_networks_vpc,aws,,"aws,vpc,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_networks_vpc"", ""explanation"": ""AWS VPC""}"
Create AWS VPN using terraform,execute_script,terraform,aws/terraform_aws_networks_vpn,aws,,"aws,vpn,network,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_networks_vpn"", ""explanation"": ""AWS VPN""}"
Set up AWS VPN with terraform,execute_script,terraform,aws/terraform_aws_networks_vpn,aws,,"aws,vpn,network,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_networks_vpn"", ""explanation"": ""AWS VPN""}"
Provision AWS VPN,execute_script,terraform,aws/terraform_aws_networks_vpn,aws,,"aws,vpn,network,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_networks_vpn"", ""explanation"": ""AWS VPN""}"
Configure AWS VPN,execute_script,terraform,aws/terraform_aws_networks_vpn,aws,,"aws,vpn,network,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_networks_vpn"", ""explanation"": ""AWS VPN""}"
Create AWS RDS database using terraform,execute_script,terraform,aws/terraform_aws_rds,aws,,"aws,rds,database,postgres","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_rds"", ""explanation"": ""AWS RDS database""}"
Provision AWS RDS database with terraform,execute_script,terraform,aws/terraform_aws_rds,aws,,"aws,rds,database,postgres","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_rds"", ""explanation"": ""AWS RDS database""}"
Set up AWS RDS database,execute_script,terraform,aws/terraform_aws_rds,aws,,"aws,rds,database,postgres","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_rds"", ""explanation"": ""AWS RDS database""}"
Deploy AWS RDS database,execute_script,terraform,aws/terraform_aws_rds,aws,,"aws,rds,database,postgres","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_rds"", ""explanation"": ""AWS RDS database""}"
Create AWS ElastiCache Redis using terraform,execute_script,terraform,aws/terraform_aws_redis,aws,,"aws,redis,cache,elasticache","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_redis"", ""explanation"": ""AWS ElastiCache Redis""}"
Provision AWS ElastiCache Redis with terraform,execute_script,terraform,aws/terraform_aws_redis,aws,,"aws,redis,cache,elasticache","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_redis"", ""explanation"": ""AWS ElastiCache Redis""}"
Set up AWS ElastiCache Redis,execute_script,terraform,aws/terraform_aws_redis,aws,,"aws,redis,cache,elasticache","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_redis"", ""explanation"": ""AWS ElastiCache Redis""}"
Deploy AWS ElastiCache Redis,execute_script,terraform,aws/terraform_aws_redis,aws,,"aws,redis,cache,elasticache","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_redis"", ""explanation"": ""AWS ElastiCache Redis""}"
Create AWS S3 bucket using terraform,execute_script,terraform,aws/terraform_aws_s3_bucket,aws,,"aws,s3,storage,bucket","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_s3_bucket"", ""explanation"": ""AWS S3 bucket""}"
Provision AWS S3 bucket with terraform,execute_script,terraform,aws/terraform_aws_s3_bucket,aws,,"aws,s3,storage,bucket","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_s3_bucket"", ""explanation"": ""AWS S3 bucket""}"
Set up AWS S3 bucket,execute_script,terraform,aws/terraform_aws_s3_bucket,aws,,"aws,s3,storage,bucket","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_s3_bucket"", ""explanation"": ""AWS S3 bucket""}"
Deploy AWS S3 bucket,execute_script,terraform,aws/terraform_aws_s3_bucket,aws,,"aws,s3,storage,bucket","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_s3_bucket"", ""explanation"": ""AWS S3 bucket""}"
Create AWS S3 tenant state using terraform,execute_script,terraform,aws/terraform_aws_s3_tenant_state,aws,,"aws,s3,terraform,state","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_s3_tenant_state"", ""explanation"": ""AWS S3 tenant state""}"
Provision AWS S3 tenant state with terraform,execute_script,terraform,aws/terraform_aws_s3_tenant_state,aws,,"aws,s3,terraform,state","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_s3_tenant_state"", ""explanation"": ""AWS S3 tenant state""}"
Set up AWS S3 tenant state,execute_script,terraform,aws/terraform_aws_s3_tenant_state,aws,,"aws,s3,terraform,state","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_s3_tenant_state"", ""explanation"": ""AWS S3 tenant state""}"
Deploy AWS S3 tenant state,execute_script,terraform,aws/terraform_aws_s3_tenant_state,aws,,"aws,s3,terraform,state","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_s3_tenant_state"", ""explanation"": ""AWS S3 tenant state""}"
Create AWS CloudTrail using terraform,execute_script,terraform,aws/terraform_aws_security_cloudtrail,aws,,"aws,cloudtrail,security,audit","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_cloudtrail"", ""explanation"": ""AWS CloudTrail""}"
Provision AWS CloudTrail with terraform,execute_script,terraform,aws/terraform_aws_security_cloudtrail,aws,,"aws,cloudtrail,security,audit","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_cloudtrail"", ""explanation"": ""AWS CloudTrail""}"
Set up AWS CloudTrail,execute_script,terraform,aws/terraform_aws_security_cloudtrail,aws,,"aws,cloudtrail,security,audit","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_cloudtrail"", ""explanation"": ""AWS CloudTrail""}"
Deploy AWS CloudTrail,execute_script,terraform,aws/terraform_aws_security_cloudtrail,aws,,"aws,cloudtrail,security,audit","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_cloudtrail"", ""explanation"": ""AWS CloudTrail""}"
Create AWS Control Tower using terraform,execute_script,terraform,aws/terraform_aws_security_control_tower,aws,,"aws,controltower,security,governance","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_control_tower"", ""explanation"": ""AWS Control Tower""}"
Provision AWS Control Tower with terraform,execute_script,terraform,aws/terraform_aws_security_control_tower,aws,,"aws,controltower,security,governance","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_control_tower"", ""explanation"": ""AWS Control Tower""}"
Set up AWS Control Tower,execute_script,terraform,aws/terraform_aws_security_control_tower,aws,,"aws,controltower,security,governance","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_control_tower"", ""explanation"": ""AWS Control Tower""}"
Deploy AWS Control Tower,execute_script,terraform,aws/terraform_aws_security_control_tower,aws,,"aws,controltower,security,governance","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_control_tower"", ""explanation"": ""AWS Control Tower""}"
Set up AWS IAM using terraform,execute_script,terraform,aws/terraform_aws_security_iam,aws,,"aws,iam,security,identity","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_iam"", ""explanation"": ""AWS IAM""}"
Configure AWS IAM with terraform,execute_script,terraform,aws/terraform_aws_security_iam,aws,,"aws,iam,security,identity","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_iam"", ""explanation"": ""AWS IAM""}"
Create AWS IAM,execute_script,terraform,aws/terraform_aws_security_iam,aws,,"aws,iam,security,identity","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_iam"", ""explanation"": ""AWS IAM""}"
Provision AWS IAM,execute_script,terraform,aws/terraform_aws_security_iam,aws,,"aws,iam,security,identity","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_iam"", ""explanation"": ""AWS IAM""}"
Set up AWS IAM user using terraform,execute_script,terraform,aws/terraform_aws_security_iam_user,aws,,"aws,iam,user,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_iam_user"", ""explanation"": ""AWS IAM user""}"
Configure AWS IAM user with terraform,execute_script,terraform,aws/terraform_aws_security_iam_user,aws,,"aws,iam,user,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_iam_user"", ""explanation"": ""AWS IAM user""}"
Create AWS IAM user,execute_script,terraform,aws/terraform_aws_security_iam_user,aws,,"aws,iam,user,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_iam_user"", ""explanation"": ""AWS IAM user""}"
Provision AWS IAM user,execute_script,terraform,aws/terraform_aws_security_iam_user,aws,,"aws,iam,user,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_iam_user"", ""explanation"": ""AWS IAM user""}"
Set up AWS Key Pair using terraform,execute_script,terraform,aws/terraform_aws_security_keypair,aws,,"aws,keypair,ssh,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_keypair"", ""explanation"": ""AWS Key Pair""}"
Configure AWS Key Pair with terraform,execute_script,terraform,aws/terraform_aws_security_keypair,aws,,"aws,keypair,ssh,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_keypair"", ""explanation"": ""AWS Key Pair""}"
Create AWS Key Pair,execute_script,terraform,aws/terraform_aws_security_keypair,aws,,"aws,keypair,ssh,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_keypair"", ""explanation"": ""AWS Key Pair""}"
Provision AWS Key Pair,execute_script,terraform,aws/terraform_aws_security_keypair,aws,,"aws,keypair,ssh,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_keypair"", ""explanation"": ""AWS Key Pair""}"
Create AWS IAM policy using terraform,execute_script,terraform,aws/terraform_aws_security_policy,aws,,"aws,iam,policy,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_policy"", ""explanation"": ""AWS IAM policy""}"
Provision AWS IAM policy with terraform,execute_script,terraform,aws/terraform_aws_security_policy,aws,,"aws,iam,policy,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_policy"", ""explanation"": ""AWS IAM policy""}"
Set up AWS IAM policy,execute_script,terraform,aws/terraform_aws_security_policy,aws,,"aws,iam,policy,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_policy"", ""explanation"": ""AWS IAM policy""}"
Deploy AWS IAM policy,execute_script,terraform,aws/terraform_aws_security_policy,aws,,"aws,iam,policy,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_policy"", ""explanation"": ""AWS IAM policy""}"
Create AWS IAM role using terraform,execute_script,terraform,aws/terraform_aws_security_role,aws,,"aws,iam,role,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_role"", ""explanation"": ""AWS IAM role""}"
Provision AWS IAM role with terraform,execute_script,terraform,aws/terraform_aws_security_role,aws,,"aws,iam,role,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_role"", ""explanation"": ""AWS IAM role""}"
Set up AWS IAM role,execute_script,terraform,aws/terraform_aws_security_role,aws,,"aws,iam,role,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_role"", ""explanation"": ""AWS IAM role""}"
Deploy AWS IAM role,execute_script,terraform,aws/terraform_aws_security_role,aws,,"aws,iam,role,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_role"", ""explanation"": ""AWS IAM role""}"
Set up AWS Secrets Manager using terraform,execute_script,terraform,aws/terraform_aws_security_secret_manager,aws,,"aws,secrets,manager,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_secret_manager"", ""explanation"": ""AWS Secrets Manager""}"
Configure AWS Secrets Manager with terraform,execute_script,terraform,aws/terraform_aws_security_secret_manager,aws,,"aws,secrets,manager,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_secret_manager"", ""explanation"": ""AWS Secrets Manager""}"
Create AWS Secrets Manager,execute_script,terraform,aws/terraform_aws_security_secret_manager,aws,,"aws,secrets,manager,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_secret_manager"", ""explanation"": ""AWS Secrets Manager""}"
Provision AWS Secrets Manager,execute_script,terraform,aws/terraform_aws_security_secret_manager,aws,,"aws,secrets,manager,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_secret_manager"", ""explanation"": ""AWS Secrets Manager""}"
Set up AWS security use case using terraform,execute_script,terraform,aws/terraform_aws_security_use_case_v1,aws,,"aws,security,usecase","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_use_case_v1"", ""explanation"": ""AWS security use case""}"
Configure AWS security use case with terraform,execute_script,terraform,aws/terraform_aws_security_use_case_v1,aws,,"aws,security,usecase","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_use_case_v1"", ""explanation"": ""AWS security use case""}"
Create AWS security use case,execute_script,terraform,aws/terraform_aws_security_use_case_v1,aws,,"aws,security,usecase","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_use_case_v1"", ""explanation"": ""AWS security use case""}"
Provision AWS security use case,execute_script,terraform,aws/terraform_aws_security_use_case_v1,aws,,"aws,security,usecase","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_security_use_case_v1"", ""explanation"": ""AWS security use case""}"
Create AWS SES email using terraform,execute_script,terraform,aws/terraform_aws_ses,aws,,"aws,ses,email,messaging","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_ses"", ""explanation"": ""AWS SES email""}"
Provision AWS SES email with terraform,execute_script,terraform,aws/terraform_aws_ses,aws,,"aws,ses,email,messaging","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_ses"", ""explanation"": ""AWS SES email""}"
Set up AWS SES email,execute_script,terraform,aws/terraform_aws_ses,aws,,"aws,ses,email,messaging","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_ses"", ""explanation"": ""AWS SES email""}"
Deploy AWS SES email,execute_script,terraform,aws/terraform_aws_ses,aws,,"aws,ses,email,messaging","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_ses"", ""explanation"": ""AWS SES email""}"
Create AWS SNS notifications using terraform,execute_script,terraform,aws/terraform_aws_sns,aws,,"aws,sns,notifications,messaging","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""aws/terraform_aws_sns"", ""explanation"": ""AWS SNS notifications""}"
